sign,stock,fire_date,score,corr_mode,q,r_k3,mfe_03,mae_03,baseline_r,cut_θ-1,cut_θ-2,cut_θ-3,policy_r_θ-1,policy_r_θ-2,policy_r_θ-3
div_gap,3436.T,2026-03-03,0.189683,mid,Q3,-0.064428,0.049002,-0.092559,0.314460,1,1,1,-0.021174,-0.021174,-0.021174
rev_nlo,3436.T,2025-11-27,0.714938,low,Q4,0.052335,0.059581,-0.002818,0.299459,0,0,0,0.299459,0.299459,0.299459
div_gap,3659.T,2022-04-12,0.212481,mid,Q3,-0.001006,0.046629,-0.004025,-0.003019,0,0,0,-0.003019,-0.003019,-0.003019
div_gap,3659.T,2022-05-10,0.212455,low,Q3,-0.010455,0.064081,-0.031703,0.097049,1,0,0,0.005059,0.097049,0.097049
div_gap,3659.T,2022-07-06,0.217792,mid,Q3,0.003141,0.054101,-0.013962,-0.010820,0,0,0,-0.010820,-0.010820,-0.010820
div_gap,3659.T,2022-11-10,0.464255,mid,Q4,0.047988,0.049149,-0.020511,0.140309,0,0,0,0.140309,0.140309,0.140309
div_gap,3659.T,2022-12-29,0.296262,mid,Q4,-0.017162,-0.001650,-0.033663,-0.021452,1,0,0,-0.011551,-0.021452,-0.021452
rev_nlo,3659.T,2022-06-27,0.733461,high,Q4,-0.016249,0.064230,-0.032133,-0.016249,1,0,0,-0.018014,-0.016249,-0.016249
rev_nlo,3659.T,2022-09-14,0.286213,mid,Q1,-0.035741,-0.014147,-0.055845,0.008191,1,1,1,-0.037230,-0.037230,-0.037230
rev_nlo,3659.T,2022-10-11,0.440779,high,Q2,-0.043007,-0.031788,-0.067689,0.133134,1,1,1,-0.026926,-0.026926,-0.026926
div_gap,3659.T,2023-04-05,0.098505,mid,Q1,-0.006299,0.007874,-0.033071,-0.065197,0,0,0,-0.065197,-0.065197,-0.065197
div_gap,3659.T,2023-08-10,0.292459,mid,Q4,-0.033790,0.007825,-0.040192,-0.056909,1,1,1,-0.034857,-0.034857,-0.034857
div_gap,3659.T,2023-08-16,0.235878,mid,Q3,0.017379,0.030956,-0.020637,-0.075489,0,0,0,-0.075489,-0.075489,-0.075489
div_gap,3659.T,2023-10-30,0.161091,high,Q2,0.085840,0.120521,0.071278,0.128722,0,0,0,0.128722,0.128722,0.128722
div_gap,3659.T,2023-11-22,0.079523,low,Q1,0.008571,0.024445,-0.006667,-0.221812,0,0,0,-0.221812,-0.221812,-0.221812
div_gap,3659.T,2024-01-04,0.394136,low,Q4,0.032069,0.048195,-0.003115,-0.161749,0,0,0,-0.161749,-0.161749,-0.161749
div_gap,3659.T,2024-03-06,0.196766,mid,Q3,0.010568,0.016750,-0.025324,-0.001196,0,0,0,-0.001196,-0.001196,-0.001196
div_gap,3659.T,2024-03-11,0.224436,low,Q3,-0.015050,0.025148,-0.026139,0.012277,1,0,0,-0.002178,0.012277,0.012277
rev_nlo,3659.T,2023-10-12,0.624314,high,Q4,-0.043097,-0.024067,-0.054105,0.131876,1,1,1,-0.056716,-0.056716,-0.056716
div_gap,3659.T,2024-04-18,0.146027,mid,Q2,0.049938,0.064735,-0.027333,0.107007,0,0,0,0.107007,0.107007,0.107007
div_gap,3659.T,2024-04-25,0.195584,high,Q3,-0.000202,0.030966,-0.014369,0.082374,0,0,0,0.082374,0.082374,0.082374
div_gap,3659.T,2024-08-19,0.073160,high,Q1,-0.040039,-0.008861,-0.049393,-0.133246,1,1,1,-0.048408,-0.048408,-0.048408
div_gap,3659.T,2024-11-28,0.072206,mid,Q1,0.018259,0.024899,-0.030828,-0.032457,0,0,0,-0.032457,-0.032457,-0.032457
rev_nlo,3659.T,2024-04-26,0.318050,high,Q1,0.024960,0.037740,-0.027556,0.081272,0,0,0,0.081272,0.081272,0.081272
rev_nlo,3659.T,2024-08-13,0.627530,high,Q4,0.047822,0.068444,0.007289,-0.014400,0,0,0,-0.014400,-0.014400,-0.014400
rev_nlo,3659.T,2024-09-17,0.387977,high,Q1,0.031542,0.049698,0.008436,-0.235079,0,0,0,-0.235079,-0.235079,-0.235079
rev_nlo,3659.T,2024-10-09,0.386249,high,Q1,-0.026925,-0.000718,-0.034644,-0.141903,1,1,0,-0.017950,-0.017950,-0.141903
div_gap,3659.T,2025-09-29,0.090323,low,Q1,0.025348,0.025348,-0.012365,0.133417,0,0,0,0.133417,0.133417,0.133417
div_gap,3659.T,2025-11-07,0.159613,low,Q2,0.129466,0.143817,-0.014962,0.149194,0,0,0,0.149194,0.149194,0.149194
div_gap,3659.T,2026-01-15,0.103056,high,Q1,0.024337,0.031325,0.002169,0.038233,0,0,0,0.038233,0.038233,0.038233
div_gap,3659.T,2026-03-02,0.742622,mid,Q4,-0.043136,0.003149,-0.062185,-0.167979,1,1,1,-0.080919,-0.080919,-0.080919
div_gap,3659.T,2026-03-06,0.219579,mid,Q3,0.018499,0.068859,0.004111,-0.085132,0,0,0,-0.085132,-0.085132,-0.085132
rev_nlo,3659.T,2025-11-27,0.444000,low,Q3,0.001862,0.023144,-0.007715,0.162546,0,0,0,0.162546,0.162546,0.162546
div_gap,3697.T,2022-07-06,0.327727,high,Q4,-0.159357,-0.029727,-0.196881,-0.037524,1,1,1,-0.173977,-0.173977,-0.173977
rev_nlo,3697.T,2022-06-27,0.775265,high,Q4,-0.030454,0.024363,-0.042082,0.204195,1,1,1,-0.019934,-0.019934,-0.019934
rev_nlo,3697.T,2022-09-14,0.561375,high,Q3,-0.066962,-0.001969,-0.076317,0.145093,1,1,1,-0.085672,-0.085672,-0.085672
rev_nlo,3697.T,2022-10-11,0.527405,high,Q3,-0.057088,0.005322,-0.126754,-0.105619,0,0,0,-0.105619,-0.105619,-0.105619
rev_nlo,3697.T,2023-01-12,0.773273,high,Q4,0.064799,0.078371,0.016200,-0.007881,0,0,0,-0.007881,-0.007881,-0.007881
div_gap,3697.T,2023-09-28,0.106851,mid,Q1,-0.049105,0.016799,-0.053720,0.166824,1,1,1,-0.043751,-0.043751,-0.043751
div_gap,3697.T,2023-12-18,0.106843,mid,Q1,0.010151,0.044084,0.004060,-0.151469,0,0,0,-0.151469,-0.151469,-0.151469
rev_nlo,3697.T,2023-07-20,0.391826,mid,Q2,0.019381,0.020944,-0.029384,-0.124774,0,0,0,-0.124774,-0.124774,-0.124774
rev_nlo,3697.T,2023-10-12,0.428804,high,Q2,0.056333,0.125163,0.017161,0.120503,0,0,0,0.120503,0.120503,0.120503
rev_nlo,3697.T,2023-11-07,0.370993,mid,Q2,0.029430,0.046835,-0.002848,0.113608,0,0,0,0.113608,0.113608,0.113608
div_gap,3697.T,2024-05-02,0.134040,mid,Q2,-0.001733,0.063432,-0.050260,-0.024264,0,0,0,-0.024264,-0.024264,-0.024264
div_gap,3697.T,2024-06-04,0.232013,mid,Q3,-0.128576,-0.020053,-0.166323,-0.353684,1,1,1,-0.133884,-0.133884,-0.133884
div_gap,3697.T,2024-06-12,0.112951,mid,Q1,-0.032846,0.028943,-0.033496,-0.406356,1,1,1,-0.045854,-0.045854,-0.045854
div_gap,3697.T,2024-08-19,0.160152,high,Q2,0.081651,0.095259,0.024144,0.370306,0,0,0,0.370306,0.370306,0.370306
div_gap,3697.T,2024-08-26,0.270902,high,Q3,0.036080,0.052791,-0.030763,0.051272,0,0,0,0.051272,0.051272,0.051272
div_gap,3697.T,2025-02-20,0.106863,low,Q1,-0.027007,0.004070,-0.041065,-0.229523,1,1,0,-0.039956,-0.039956,-0.229523
div_gap,3697.T,2025-03-07,0.320754,low,Q4,0.032118,0.066840,-0.047743,0.265625,0,0,0,0.265625,0.265625,0.265625
rev_nlo,3697.T,2024-04-26,0.724240,low,Q4,-0.039773,-0.012366,-0.058155,-0.008356,1,1,1,-0.043449,-0.043449,-0.043449
rev_nlo,3697.T,2024-08-13,0.658013,high,Q4,0.127179,0.141288,0.014310,0.425052,0,0,0,0.425052,0.425052,0.425052
rev_nlo,3697.T,2024-09-17,0.728427,mid,Q4,0.073453,0.123752,0.063473,0.261078,0,0,0,0.261078,0.261078,0.261078
rev_nlo,3697.T,2024-10-09,0.426937,mid,Q3,0.026280,0.092833,-0.036519,0.236735,0,0,0,0.236735,0.236735,0.236735
div_gap,3697.T,2025-04-09,0.732066,high,Q4,-0.012397,0.032231,-0.111157,0.282253,1,0,0,0.000000,0.282253,0.282253
div_gap,3697.T,2025-04-21,0.179348,high,Q3,-0.043767,0.008988,-0.058617,0.316469,1,1,1,-0.006643,-0.006643,-0.006643
div_gap,3697.T,2025-06-02,0.321258,low,Q4,-0.005997,0.026271,-0.011708,-0.102513,0,0,0,-0.102513,-0.102513,-0.102513
div_gap,3697.T,2025-11-07,0.297778,low,Q3,-0.009104,0.007667,-0.032103,-0.084715,0,0,0,-0.084715,-0.084715,-0.084715
div_gap,3697.T,2025-12-05,0.216662,mid,Q3,-0.052874,-0.002403,-0.058307,-0.212008,1,1,1,-0.045455,-0.045455,-0.045455
div_gap,3697.T,2026-03-04,0.718004,low,Q4,0.047891,0.117311,0.027241,-0.076157,0,0,0,-0.076157,-0.076157,-0.076157
div_gap,3697.T,2026-03-06,0.545838,low,Q4,-0.090934,0.021006,-0.108347,-0.099502,1,1,1,-0.091763,-0.091763,-0.091763
rev_nlo,3697.T,2025-11-27,0.460968,low,Q3,-0.046633,0.019286,-0.056020,-0.207033,1,1,1,-0.031327,-0.031327,-0.031327
div_gap,3861.T,2022-08-02,0.173688,high,Q3,-0.014706,0.009191,-0.014706,-0.003759,1,0,0,-0.011029,-0.003759,-0.003759
div_gap,3861.T,2022-12-02,0.285222,low,Q3,0.007590,0.009488,-0.007590,0.018975,0,0,0,0.018975,0.018975,0.018975
div_gap,3861.T,2022-12-12,0.080195,high,Q1,-0.007463,0.018657,-0.011194,-0.013060,0,0,0,-0.013060,-0.013060,-0.013060
div_gap,3861.T,2023-12-07,0.133441,mid,Q2,-0.014909,0.011700,-0.022457,0.095867,1,0,0,-0.005473,0.095867,0.095867
div_gap,3861.T,2024-01-04,0.108175,mid,Q1,0.029280,0.031974,0.004491,0.075983,0,0,0,0.075983,0.075983,0.075983
rev_nlo,3861.T,2023-10-12,0.487402,mid,Q3,-0.010652,0.008392,-0.014525,-0.154454,1,0,0,-0.015494,-0.154454,-0.154454
div_gap,3861.T,2024-05-02,0.208419,mid,Q3,-0.007258,0.008710,-0.015161,-0.001129,0,0,0,-0.001129,-0.001129,-0.001129
div_gap,3861.T,2024-06-04,0.283241,low,Q3,0.001551,0.002948,-0.023736,-0.029165,0,0,0,-0.029165,-0.029165,-0.029165
div_gap,3861.T,2024-08-26,0.110219,high,Q1,-0.008843,-0.003401,-0.019388,-0.027323,0,0,0,-0.027323,-0.027323,-0.027323
div_gap,3861.T,2024-11-18,0.162761,low,Q2,0.007734,0.009892,-0.009532,0.089875,0,0,0,0.089875,0.089875,0.089875
div_gap,3861.T,2024-12-13,0.282427,low,Q3,-0.051050,-0.005978,-0.054604,-0.014863,1,1,1,-0.051050,-0.051050,-0.051050
rev_nlo,3861.T,2024-04-26,0.390215,high,Q2,-0.030303,-0.022181,-0.045923,-0.016089,1,1,1,-0.037801,-0.037801,-0.037801
rev_nlo,3861.T,2024-08-13,0.577116,high,Q3,0.032675,0.048295,0.007720,0.061271,0,0,0,0.061271,0.061271,0.061271
div_gap,3861.T,2025-06-02,0.147916,mid,Q2,0.005943,0.014930,-0.004493,0.065082,0,0,0,0.065082,0.065082,0.065082
div_gap,3861.T,2025-09-03,0.069602,low,Q1,0.013422,0.033011,0.004353,-0.040895,0,0,0,-0.040895,-0.040895,-0.040895
div_gap,3861.T,2025-09-29,0.117281,low,Q1,-0.018061,-0.011427,-0.036491,0.009706,1,0,0,-0.000737,0.009706,0.009706
div_gap,3861.T,2025-12-18,0.118041,low,Q1,0.005529,0.014588,-0.004118,0.063446,0,0,0,0.063446,0.063446,0.063446
rev_nlo,4004.T,2022-06-27,0.635295,high,Q4,-0.107099,-0.015010,-0.113185,-0.107099,1,1,1,-0.094117,-0.094117,-0.094117
rev_nlo,4004.T,2022-09-14,0.538105,high,Q3,0.021973,0.043946,-0.028986,0.042075,0,0,0,0.042075,0.042075,0.042075
rev_nlo,4004.T,2022-10-11,0.383064,high,Q1,-0.007480,0.024778,-0.016830,0.030388,0,0,0,0.030388,0.030388,0.030388
rev_nlo,4004.T,2023-01-12,0.450385,high,Q2,0.002844,0.009005,-0.043128,0.087666,0,0,0,0.087666,0.087666,0.087666
div_gap,4004.T,2023-08-10,0.076424,low,Q1,-0.042094,0.006624,-0.068804,0.081830,1,1,1,-0.052350,-0.052350,-0.052350
div_gap,4004.T,2023-09-19,0.353172,mid,Q4,-0.039512,-0.004914,-0.060153,-0.118290,1,1,1,-0.035188,-0.035188,-0.035188
div_gap,4004.T,2023-09-27,0.147999,mid,Q2,0.010336,0.082286,0.003648,-0.085416,0,0,0,-0.085416,-0.085416,-0.085416
rev_nlo,4004.T,2023-07-20,0.361539,high,Q1,0.011742,0.021961,0.001522,0.092632,0,0,0,0.092632,0.092632,0.092632
rev_nlo,4004.T,2023-11-07,0.345553,high,Q1,0.090400,0.101389,-0.070288,0.164643,0,0,0,0.164643,0.164643,0.164643
rev_nlo,4004.T,2024-08-13,0.776250,high,Q4,0.049701,0.077545,0.012275,0.135629,0,0,0,0.135629,0.135629,0.135629
rev_nlo,4004.T,2024-09-17,0.656134,high,Q4,0.118208,0.162377,0.022561,0.136299,0,0,0,0.136299,0.136299,0.136299
rev_nlo,4004.T,2024-10-09,0.399669,high,Q2,0.010403,0.034142,-0.010403,0.100560,0,0,0,0.100560,0.100560,0.100560
div_gap,4004.T,2025-09-29,0.121116,high,Q2,0.085198,0.099921,-0.024735,0.243381,0,0,0,0.243381,0.243381,0.243381
div_gap,4004.T,2026-01-07,0.213587,high,Q3,-0.022936,0.006737,-0.037701,0.231429,1,1,0,-0.026663,-0.026663,0.231429
div_gap,4004.T,2026-01-19,0.384324,low,Q4,0.031125,0.051750,-0.047875,0.176962,0,0,0,0.176962,0.176962,0.176962
div_gap,4004.T,2026-03-03,0.084666,mid,Q1,-0.084622,0.087199,-0.121993,0.211863,1,1,1,-0.058849,-0.058849,-0.058849
div_gap,4005.T,2022-05-12,0.512332,high,Q4,-0.072056,-0.049209,-0.091388,-0.077329,1,1,1,-0.101933,-0.101933,-0.101933
div_gap,4005.T,2022-06-29,0.120346,high,Q1,-0.005576,-0.001859,-0.024164,0.026022,0,0,0,0.026022,0.026022,0.026022
div_gap,4005.T,2022-07-25,0.147433,high,Q2,-0.011364,0.007576,-0.015152,0.061499,1,0,0,0.001894,0.061499,0.061499
div_gap,4005.T,2022-08-02,0.212937,mid,Q3,0.018519,0.025926,-0.016667,-0.049731,0,0,0,-0.049731,-0.049731,-0.049731
rev_nlo,4005.T,2022-06-27,0.410321,high,Q2,-0.016791,0.024254,-0.020522,0.042910,1,0,0,-0.001866,0.042910,0.042910
rev_nlo,4005.T,2022-09-14,0.337944,high,Q1,-0.018248,-0.005474,-0.023723,-0.049190,1,0,0,-0.018248,-0.049190,-0.049190
rev_nlo,4005.T,2022-10-11,0.413517,high,Q2,0.014056,0.018073,-0.014056,-0.028112,0,0,0,-0.028112,-0.028112,-0.028112
rev_nlo,4005.T,2023-01-12,0.376552,high,Q1,0.012712,0.021186,-0.014831,-0.016949,0,0,0,-0.016949,-0.016949,-0.016949
div_gap,4005.T,2023-05-24,0.128172,low,Q1,-0.016204,-0.002315,-0.023148,0.008796,1,0,0,-0.025463,0.008796,0.008796
div_gap,4005.T,2023-07-04,0.149127,mid,Q2,-0.005000,0.009091,-0.015228,-0.065185,0,0,0,-0.065185,-0.065185,-0.065185
div_gap,4005.T,2023-08-07,0.216220,mid,Q3,0.027897,0.040463,0.010304,0.082504,0,0,0,0.082504,0.082504,0.082504
div_gap,4005.T,2023-09-27,0.146356,high,Q2,-0.052986,-0.004817,-0.054432,-0.088391,1,1,1,-0.055877,-0.055877,-0.055877
div_gap,4005.T,2023-09-28,0.151474,high,Q2,-0.049878,0.005353,-0.058151,-0.077129,1,1,1,-0.048662,-0.048662,-0.048662
div_gap,4005.T,2023-12-05,0.187592,mid,Q3,-0.026437,0.021311,-0.027516,-0.105957,1,1,0,-0.027246,-0.027246,-0.105957
rev_nlo,4005.T,2023-10-12,0.473672,high,Q2,0.008466,0.011454,-0.011454,-0.144920,0,0,0,-0.144920,-0.144920,-0.144920
rev_nlo,4005.T,2023-11-07,0.404777,mid,Q3,-0.001809,0.001292,-0.046253,-0.105128,0,0,0,-0.105128,-0.105128,-0.105128
div_gap,4005.T,2024-08-01,0.226458,mid,Q3,0.097911,0.196606,-0.102611,0.145278,0,0,0,0.145278,0.145278,0.145278
div_gap,4005.T,2025-02-03,0.808425,mid,Q4,-0.015465,0.022760,-0.018092,0.076990,1,0,0,-0.016341,0.076990,0.076990
rev_nlo,4005.T,2024-09-17,0.326186,high,Q1,0.035025,0.045939,0.008376,-0.027513,0,0,0,-0.027513,-0.027513,-0.027513
div_gap,4005.T,2025-09-29,0.231047,mid,Q3,0.003805,0.015433,-0.035941,-0.081772,0,0,0,-0.081772,-0.081772,-0.081772
div_gap,4005.T,2025-10-23,0.145264,mid,Q2,-0.022341,0.023404,-0.025106,-0.098324,1,1,0,-0.023617,-0.023617,-0.098324
div_gap,4005.T,2025-11-14,0.180497,low,Q2,0.019557,0.022816,-0.018687,0.051934,0,0,0,0.051934,0.051934,0.051934
div_gap,4005.T,2025-12-18,0.133869,mid,Q2,0.031264,0.043448,0.002299,0.198239,0,0,0,0.198239,0.198239,0.198239
div_gap,4005.T,2026-02-04,0.429682,mid,Q4,0.006538,0.010779,-0.083760,-0.109554,0,0,0,-0.109554,-0.109554,-0.109554
div_gap,4005.T,2026-02-20,0.358968,high,Q4,-0.008700,0.007482,-0.047329,-0.150228,0,0,0,-0.150228,-0.150228,-0.150228
rev_nlo,4005.T,2025-11-27,0.455333,low,Q3,-0.015856,0.022833,-0.023890,-0.017970,1,0,0,-0.016068,-0.017970,-0.017970
div_gap,4021.T,2022-12-07,0.115906,high,Q1,-0.013513,0.001502,-0.019519,-0.054667,1,0,0,-0.009009,-0.054667,-0.054667
rev_nlo,4021.T,2022-06-27,0.775265,high,Q4,-0.006359,0.025437,-0.011129,0.138315,0,0,0,0.138315,0.138315,0.138315
rev_nlo,4021.T,2022-09-14,0.459754,high,Q2,-0.034582,-0.004323,-0.037464,-0.076423,1,1,1,-0.046109,-0.046109,-0.046109
rev_nlo,4021.T,2022-10-11,0.472362,high,Q2,-0.010340,0.010340,-0.020679,-0.020680,1,0,0,0.014771,-0.020680,-0.020680
rev_nlo,4021.T,2023-01-12,0.679126,high,Q4,-0.024794,-0.018182,-0.054546,-0.008264,1,1,0,-0.036364,-0.036364,-0.008264
div_gap,4021.T,2023-12-18,0.301504,mid,Q4,0.043660,0.053910,0.027714,0.142891,0,0,0,0.142891,0.142891,0.142891
div_gap,4021.T,2024-02-14,0.085314,mid,Q1,-0.001431,0.013193,-0.033063,-0.092327,0,0,0,-0.092327,-0.092327,-0.092327
rev_nlo,4021.T,2023-07-20,0.269231,high,Q1,0.014792,0.023244,0.002276,0.075103,0,0,0,0.075103,0.075103,0.075103
rev_nlo,4021.T,2023-10-12,0.397440,high,Q2,-0.006399,0.003122,-0.020134,-0.119048,0,0,0,-0.119048,-0.119048,-0.119048
rev_nlo,4021.T,2023-11-07,0.432659,high,Q2,-0.100422,0.016086,-0.123692,-0.085961,0,0,0,-0.085961,-0.085961,-0.085961
div_gap,4021.T,2024-06-17,0.244603,mid,Q3,0.031032,0.036732,0.005278,-0.160139,0,0,0,-0.160139,-0.160139,-0.160139
div_gap,4021.T,2024-08-29,0.114500,high,Q1,0.004065,0.029878,-0.005488,0.082924,0,0,0,0.082924,0.082924,0.082924
rev_nlo,4021.T,2024-08-13,0.633927,high,Q4,0.002105,0.014316,-0.046737,0.136617,0,0,0,0.136617,0.136617,0.136617
rev_nlo,4021.T,2024-10-09,0.371868,high,Q1,0.003400,0.019834,-0.002833,-0.037212,0,0,0,-0.037212,-0.037212,-0.037212
div_gap,4021.T,2025-09-29,0.119650,low,Q1,0.003013,0.004331,-0.020716,-0.005838,0,0,0,-0.005838,-0.005838,-0.005838
div_gap,4021.T,2025-10-23,0.262282,high,Q3,-0.018557,0.023805,-0.023430,0.033927,1,0,0,-0.021368,0.033927,0.033927
div_gap,4021.T,2025-12-18,0.206080,mid,Q3,0.013229,0.029998,0.006521,0.099217,0,0,0,0.099217,0.099217,0.099217
div_gap,4021.T,2026-01-15,0.070284,mid,Q1,-0.011765,0.011029,-0.026471,0.074861,1,0,0,-0.011765,0.074861,0.074861
div_gap,4042.T,2022-12-12,0.096694,mid,Q1,-0.017084,-0.000610,-0.018914,0.055522,1,0,0,-0.019524,0.055522,0.055522
div_gap,4042.T,2023-02-22,0.300136,low,Q3,0.011463,0.034935,0.001638,0.003621,0,0,0,0.003621,0.003621,0.003621
rev_nlo,4042.T,2022-06-27,0.337466,low,Q1,-0.014577,0.008163,-0.022741,0.060641,1,0,0,-0.007580,0.060641,0.060641
rev_nlo,4042.T,2022-10-11,0.487076,high,Q3,0.004300,0.007985,-0.019656,0.001229,0,0,0,0.001229,0.001229,0.001229
rev_nlo,4042.T,2023-01-12,0.351612,high,Q1,-0.006370,0.001274,-0.023567,0.078233,0,0,0,0.078233,0.078233,0.078233
div_gap,4042.T,2023-10-20,0.130107,high,Q2,0.006689,0.030379,-0.004181,-0.000279,0,0,0,-0.000279,-0.000279,-0.000279
rev_nlo,4042.T,2023-10-12,0.460017,high,Q2,-0.045989,-0.006685,-0.047594,-0.022193,1,1,1,-0.050802,-0.050802,-0.050802
div_gap,4042.T,2024-04-03,0.162229,high,Q2,0.024694,0.031750,-0.014581,-0.071454,0,0,0,-0.071454,-0.071454,-0.071454
div_gap,4042.T,2024-06-27,0.084011,high,Q1,-0.001660,0.007590,-0.016366,-0.108054,0,0,0,-0.108054,-0.108054,-0.108054
div_gap,4042.T,2025-01-08,0.076342,high,Q1,-0.040563,-0.014771,-0.043611,-0.030012,1,1,1,-0.044314,-0.044314,-0.044314
rev_nlo,4042.T,2024-04-26,0.280634,mid,Q1,-0.004567,0.000228,-0.024891,-0.098265,0,0,0,-0.098265,-0.098265,-0.098265
rev_nlo,4042.T,2024-08-13,0.636857,high,Q4,0.019017,0.032600,0.007335,0.068407,0,0,0,0.068407,0.068407,0.068407
rev_nlo,4042.T,2024-09-17,0.289865,high,Q1,0.024324,0.032973,0.004865,0.144157,0,0,0,0.144157,0.144157,0.144157
div_gap,4042.T,2025-09-01,0.107018,low,Q1,-0.001486,0.007431,-0.014013,-0.044867,0,0,0,-0.044867,-0.044867,-0.044867
div_gap,4042.T,2025-11-14,0.136861,mid,Q2,-0.022782,-0.006134,-0.034392,0.125520,1,1,0,-0.034392,-0.034392,0.125520
div_gap,4042.T,2026-02-04,0.274805,mid,Q3,-0.055616,-0.036537,-0.094312,-0.052545,0,0,0,-0.052545,-0.052545,-0.052545
div_gap,4043.T,2022-05-10,0.210176,high,Q3,-0.019274,-0.000567,-0.027778,-0.037415,1,0,0,-0.014739,-0.037415,-0.037415
rev_nlo,4043.T,2023-01-12,0.331007,mid,Q1,0.006218,0.016393,-0.029395,0.079992,0,0,0,0.079992,0.079992,0.079992
div_gap,4043.T,2023-10-30,0.216204,high,Q3,0.050851,0.073326,0.025199,0.079001,0,0,0,0.079001,0.079001,0.079001
rev_nlo,4043.T,2023-07-20,0.386914,high,Q1,0.023748,0.029145,-0.002159,0.077073,0,0,0,0.077073,0.077073,0.077073
rev_nlo,4043.T,2023-10-12,0.560693,high,Q3,0.002650,0.011261,-0.013689,-0.020534,0,0,0,-0.020534,-0.020534,-0.020534
rev_nlo,4043.T,2023-11-07,0.297461,mid,Q1,0.007814,0.019535,-0.028001,0.075537,0,0,0,0.075537,0.075537,0.075537
div_gap,4043.T,2024-08-29,0.138860,high,Q2,-0.045438,0.022539,-0.050307,-0.021749,1,1,1,-0.060584,-0.060584,-0.060584
rev_nlo,4043.T,2024-08-13,0.603979,high,Q3,0.015099,0.036929,-0.009278,0.056372,0,0,0,0.056372,0.056372,0.056372
rev_nlo,4043.T,2024-09-17,0.522653,high,Q3,0.067715,0.085106,0.009436,-0.007335,0,0,0,-0.007335,-0.007335,-0.007335
div_gap,4043.T,2025-09-29,0.128963,low,Q1,0.010779,0.010779,-0.035300,0.090350,0,0,0,0.090350,0.090350,0.090350
div_gap,4043.T,2025-12-18,0.163248,high,Q2,0.000245,0.023051,-0.004904,0.103326,0,0,0,0.103326,0.103326,0.103326
div_gap,4043.T,2026-02-04,0.297533,mid,Q4,0.040000,0.052000,-0.020000,0.109448,0,0,0,0.109448,0.109448,0.109448
div_gap,4061.T,2022-11-29,0.091758,mid,Q1,-0.039039,-0.000000,-0.040541,-0.078392,1,1,1,-0.037538,-0.037538,-0.037538
rev_nlo,4061.T,2022-10-11,0.330222,high,Q1,0.004717,0.022013,-0.011006,0.085247,0,0,0,0.085247,0.085247,0.085247
rev_nlo,4061.T,2023-01-12,0.389287,high,Q2,-0.135762,-0.131788,-0.168874,-0.091212,0,0,0,-0.091212,-0.091212,-0.091212
div_gap,4061.T,2023-05-24,0.130714,low,Q1,-0.050279,-0.005587,-0.062197,0.010428,1,1,1,-0.052886,-0.052886,-0.052886
rev_nlo,4061.T,2023-10-12,0.382801,mid,Q2,0.004222,0.015969,-0.006975,-0.087922,0,0,0,-0.087922,-0.087922,-0.087922
div_gap,4061.T,2024-08-19,0.114077,high,Q1,0.016056,0.033469,-0.010176,0.004013,0,0,0,0.004013,0.004013,0.004013
rev_nlo,4061.T,2024-04-26,0.428942,mid,Q3,0.001515,0.012554,-0.004545,-0.063203,0,0,0,-0.063203,-0.063203,-0.063203
rev_nlo,4061.T,2024-08-13,0.644612,high,Q4,0.035071,0.047867,0.011374,0.071932,0,0,0,0.071932,0.071932,0.071932
div_gap,4061.T,2025-09-29,0.102394,mid,Q1,-0.022879,-0.018778,-0.040794,0.094098,1,1,0,-0.001295,-0.001295,0.094098
div_gap,4061.T,2025-11-14,0.181571,low,Q2,-0.004868,0.008114,-0.046247,0.161320,0,0,0,0.161320,0.161320,0.161320
rev_nlo,4061.T,2025-11-27,0.455157,mid,Q3,-0.032593,0.007407,-0.036296,0.105686,1,1,1,-0.037222,-0.037222,-0.037222
div_gap,4062.T,2022-07-06,0.411080,high,Q4,-0.010499,0.052493,-0.030184,0.116798,1,0,0,-0.013123,0.116798,0.116798
div_gap,4062.T,2022-10-28,0.453204,mid,Q4,-0.055992,-0.007859,-0.066798,-0.087426,1,1,1,-0.042240,-0.042240,-0.042240
rev_nlo,4062.T,2022-06-27,0.775265,high,Q4,-0.053165,-0.000000,-0.065823,0.125317,1,1,1,-0.039241,-0.039241,-0.039241
rev_nlo,4062.T,2022-09-14,0.503313,high,Q3,-0.015504,0.013289,-0.035437,0.139244,1,0,0,-0.027685,0.139244,0.139244
rev_nlo,4062.T,2022-10-11,0.481738,high,Q2,0.012225,0.020782,-0.022005,0.221347,0,0,0,0.221347,0.221347,0.221347
rev_nlo,4062.T,2023-01-12,0.693319,high,Q4,-0.029126,-0.007767,-0.054369,-0.051456,1,1,0,-0.047573,-0.047573,-0.051456
div_gap,4062.T,2023-05-31,0.113256,low,Q1,0.002811,0.017269,-0.029451,0.141098,0,0,0,0.141098,0.141098,0.141098
div_gap,4062.T,2023-07-05,0.311801,high,Q4,-0.008944,0.006768,-0.025260,0.069616,0,0,0,0.069616,0.069616,0.069616
rev_nlo,4062.T,2023-07-20,0.388660,high,Q1,0.032195,0.051341,0.019146,-0.019512,0,0,0,-0.019512,-0.019512,-0.019512
rev_nlo,4062.T,2023-10-12,0.451463,high,Q2,-0.065759,-0.015898,-0.076117,-0.187757,1,1,1,-0.085873,-0.085873,-0.085873
