sign,stock,fire_date,score,corr_mode,q,r_k3,mfe_03,mae_03,baseline_r,cut_θ-1,cut_θ-2,cut_θ-3,policy_r_θ-1,policy_r_θ-2,policy_r_θ-3
div_gap,1332.T,2022-04-12,0.107761,mid,Q1,-0.019713,0.012545,-0.030466,-0.041219,1,0,0,-0.012545,-0.041219,-0.041219
rev_nlo,1332.T,2022-09-14,0.508581,high,Q3,-0.001832,0.001832,-0.010989,-0.063042,0,0,0,-0.063042,-0.063042,-0.063042
div_gap,1332.T,2023-06-21,0.167000,mid,Q2,-0.017672,-0.004942,-0.021417,0.083733,1,0,0,-0.014827,0.083733,0.083733
div_gap,1332.T,2023-08-07,0.421633,low,Q4,0.013249,0.025318,-0.012987,-0.078174,0,0,0,-0.078174,-0.078174,-0.078174
div_gap,1332.T,2023-08-10,0.279866,low,Q3,0.003636,0.025065,-0.025325,-0.077393,0,0,0,-0.077393,-0.077393,-0.077393
div_gap,1332.T,2023-09-27,0.234079,mid,Q3,-0.045313,0.004599,-0.047613,-0.057715,1,1,1,-0.052753,-0.052753,-0.052753
div_gap,1332.T,2023-12-08,0.277058,low,Q3,0.001019,0.045593,-0.010188,0.108518,0,0,0,0.108518,0.108518,0.108518
div_gap,1332.T,2023-12-21,0.275446,low,Q3,0.020381,0.022896,0.002514,0.131243,0,0,0,0.131243,0.131243,0.131243
rev_nlo,1332.T,2023-07-20,0.340286,low,Q1,-0.001192,0.014156,-0.005663,0.089693,0,0,0,0.089693,0.089693,0.089693
rev_nlo,1332.T,2023-10-12,0.493011,high,Q3,-0.027160,-0.009429,-0.037152,0.085873,1,1,0,-0.031804,-0.031804,0.085873
div_gap,1332.T,2024-04-19,0.304254,mid,Q4,-0.007548,0.022329,-0.009330,-0.121082,0,0,0,-0.121082,-0.121082,-0.121082
div_gap,1332.T,2024-06-17,0.157709,mid,Q2,-0.015304,-0.003855,-0.026519,0.011916,1,0,0,-0.004439,0.011916,0.011916
div_gap,1332.T,2024-07-18,0.343812,mid,Q4,-0.023117,0.005752,-0.024555,-0.074699,1,1,0,-0.033514,-0.033514,-0.074699
div_gap,1332.T,2024-08-26,0.095562,high,Q1,0.013577,0.032958,0.002409,-0.005402,0,0,0,-0.005402,-0.005402,-0.005402
div_gap,1332.T,2025-03-04,0.108100,high,Q1,0.011469,0.013878,-0.001491,0.006325,0,0,0,0.006325,0.006325,0.006325
div_gap,1332.T,2025-03-07,0.176514,mid,Q2,0.003429,0.014629,-0.013371,0.022529,0,0,0,0.022529,0.022529,0.022529
rev_nlo,1332.T,2024-10-09,0.284496,mid,Q1,-0.005932,0.014831,-0.013559,-0.029131,0,0,0,-0.029131,-0.029131,-0.029131
div_gap,1332.T,2025-09-29,0.075126,low,Q1,-0.003343,0.001433,-0.025788,0.064657,0,0,0,0.064657,0.064657,0.064657
div_gap,1332.T,2025-10-23,0.157168,low,Q2,-0.023611,0.016204,-0.023611,0.106273,1,1,0,-0.027778,-0.027778,0.106273
div_gap,1332.T,2025-12-15,0.188297,low,Q2,-0.045749,-0.021053,-0.070850,0.111440,1,1,1,-0.044939,-0.044939,-0.044939
div_gap,1332.T,2025-12-18,0.458445,low,Q4,-0.026490,-0.019868,-0.042632,0.113931,1,1,0,-0.024834,-0.024834,0.113931
div_gap,1332.T,2026-01-15,0.108485,low,Q1,0.072489,0.084716,0.013974,0.125323,0,0,0,0.125323,0.125323,0.125323
rev_nlo,1332.T,2025-11-27,0.674856,low,Q4,-0.015777,0.001214,-0.025081,0.032362,1,0,0,-0.022249,0.032362,0.032362
div_gap,1605.T,2022-04-15,0.223874,high,Q3,0.007971,0.028204,-0.017780,0.000000,0,0,0,0.000000,0.000000,0.000000
div_gap,1605.T,2022-04-18,0.483037,high,Q4,-0.023413,0.025878,-0.028959,-0.089957,1,1,0,-0.062847,-0.062847,-0.089957
div_gap,1605.T,2022-04-27,0.370989,high,Q4,0.078273,0.098516,0.015520,0.049074,0,0,0,0.049074,0.049074,0.049074
div_gap,1605.T,2022-05-09,0.224622,high,Q3,-0.036794,-0.003285,-0.059133,-0.007300,1,1,1,-0.021025,-0.021025,-0.021025
div_gap,1605.T,2022-05-12,0.512332,mid,Q4,0.040404,0.057913,-0.012121,-0.056711,0,0,0,-0.056711,-0.056711,-0.056711
div_gap,1605.T,2022-06-06,0.344624,low,Q4,0.095150,0.124002,0.031308,-0.073131,0,0,0,-0.073131,-0.073131,-0.073131
div_gap,1605.T,2022-06-29,0.434833,high,Q4,-0.002020,0.004040,-0.054545,0.073401,0,0,0,0.073401,0.073401,0.073401
div_gap,1605.T,2022-08-18,0.200906,low,Q3,0.070470,0.106711,0.005369,-0.022148,0,0,0,-0.022148,-0.022148,-0.022148
div_gap,1605.T,2022-08-23,0.372121,low,Q4,-0.020283,-0.009834,-0.035034,-0.087892,1,1,0,0.001844,0.001844,-0.087892
div_gap,1605.T,2022-09-28,0.124801,mid,Q1,0.082172,0.083639,-0.011005,0.161857,0,0,0,0.161857,0.161857,0.161857
div_gap,1605.T,2022-10-07,0.202375,high,Q3,0.001996,0.010645,-0.030605,-0.038590,0,0,0,-0.038590,-0.038590,-0.038590
div_gap,1605.T,2022-10-20,0.242916,high,Q3,0.010855,0.026458,0.000678,-0.044776,0,0,0,-0.044776,-0.044776,-0.044776
div_gap,1605.T,2022-11-04,0.165685,mid,Q2,-0.034035,0.019183,-0.045792,-0.158707,1,1,1,-0.024753,-0.024753,-0.024753
rev_nlo,1605.T,2022-06-27,0.775265,mid,Q4,-0.073248,0.057642,-0.076536,0.049749,1,1,1,-0.056804,-0.056804,-0.056804
rev_nlo,1605.T,2022-10-11,0.439306,high,Q2,-0.002034,0.029831,-0.013559,-0.034576,0,0,0,-0.034576,-0.034576,-0.034576
rev_nlo,1605.T,2023-01-12,0.392260,high,Q2,0.015493,0.022535,-0.021831,0.039437,0,0,0,0.039437,0.039437,0.039437
div_gap,1605.T,2023-05-24,0.147214,low,Q2,-0.021154,-0.007692,-0.031410,0.069336,1,1,0,-0.041026,-0.041026,0.069336
div_gap,1605.T,2023-07-05,0.155646,mid,Q2,0.001231,0.006158,-0.024938,0.091724,0,0,0,0.091724,0.091724,0.091724
div_gap,1605.T,2023-08-10,0.292459,low,Q3,-0.058937,-0.009141,-0.074573,-0.071560,0,0,0,-0.071560,-0.071560,-0.071560
div_gap,1605.T,2023-09-19,0.145624,mid,Q2,-0.038576,-0.031369,-0.063374,-0.126826,1,1,1,-0.037304,-0.037304,-0.037304
div_gap,1605.T,2023-09-28,0.390047,low,Q4,-0.124836,-0.005694,-0.125712,-0.125232,0,0,0,-0.125232,-0.125232,-0.125232
div_gap,1605.T,2023-10-04,0.291065,mid,Q4,0.083420,0.101147,-0.005474,0.154211,0,0,0,0.154211,0.154211,0.154211
div_gap,1605.T,2023-10-13,0.071464,mid,Q1,0.010185,0.043519,-0.023843,-0.128241,0,0,0,-0.128241,-0.128241,-0.128241
div_gap,1605.T,2023-10-16,0.515149,mid,Q4,0.049659,0.060955,0.007060,-0.132266,0,0,0,-0.132266,-0.132266,-0.132266
div_gap,1605.T,2023-10-20,0.368090,mid,Q4,-0.031929,-0.000906,-0.040761,-0.118886,1,1,1,-0.027400,-0.027400,-0.027400
div_gap,1605.T,2024-01-04,0.405092,high,Q4,-0.005083,0.006607,-0.014485,0.090470,0,0,0,0.090470,0.090470,0.090470
div_gap,1605.T,2024-01-26,0.291537,low,Q3,0.002458,0.013766,-0.006637,0.081213,0,0,0,0.081213,0.081213,0.081213
div_gap,1605.T,2024-02-14,0.090335,mid,Q1,0.026175,0.038119,-0.003558,0.092556,0,0,0,0.092556,0.092556,0.092556
div_gap,1605.T,2024-02-29,0.308333,low,Q3,0.065822,0.067561,0.027819,0.097979,0,0,0,0.097979,0.097979,0.097979
rev_nlo,1605.T,2023-07-20,0.296244,low,Q1,0.043205,0.066381,0.010014,0.086129,0,0,0,0.086129,0.086129,0.086129
rev_nlo,1605.T,2023-10-12,0.623739,mid,Q4,0.071981,0.073671,0.018599,-0.071981,0,0,0,-0.071981,-0.071981,-0.071981
rev_nlo,1605.T,2023-11-07,0.335336,mid,Q1,-0.013619,0.006323,-0.026751,-0.032949,1,0,0,0.005107,-0.032949,-0.032949
div_gap,1605.T,2024-04-03,0.420683,mid,Q4,0.009615,0.035188,-0.007365,-0.021890,0,0,0,-0.021890,-0.021890,-0.021890
div_gap,1605.T,2024-04-11,0.388921,low,Q4,-0.053965,0.023962,-0.063511,-0.074615,1,1,1,-0.092928,-0.092928,-0.092928
div_gap,1605.T,2024-08-26,0.072909,high,Q1,-0.004816,0.002064,-0.021330,-0.094495,0,0,0,-0.094495,-0.094495,-0.094495
div_gap,1605.T,2024-10-02,0.667197,mid,Q4,0.030591,0.050510,0.012805,-0.055490,0,0,0,-0.055490,-0.055490,-0.055490
div_gap,1605.T,2024-10-08,0.315541,low,Q4,-0.047809,0.000234,-0.052027,-0.065854,1,1,1,-0.052730,-0.052730,-0.052730
rev_nlo,1605.T,2024-04-26,0.469527,mid,Q3,-0.005478,0.006532,-0.025284,-0.000813,0,0,0,-0.000813,-0.000813,-0.000813
rev_nlo,1605.T,2024-08-13,0.731196,high,Q4,0.029293,0.069779,0.016432,0.000238,0,0,0,0.000238,0.000238,0.000238
rev_nlo,1605.T,2024-09-17,0.624824,high,Q4,0.052014,0.057882,0.006935,0.088557,0,0,0,0.088557,0.088557,0.088557
rev_nlo,1605.T,2024-10-09,0.406559,low,Q2,-0.043376,0.006129,-0.054691,-0.068600,1,1,1,-0.037011,-0.037011,-0.037011
div_gap,1605.T,2025-09-01,0.264589,mid,Q3,0.016186,0.016381,-0.010335,0.121880,0,0,0,0.121880,0.121880,0.121880
div_gap,1605.T,2025-10-23,0.155832,mid,Q2,-0.008538,0.036286,-0.008538,0.126368,0,0,0,0.126368,0.126368,0.126368
div_gap,1605.T,2025-11-14,0.501240,low,Q4,-0.012598,0.007244,-0.037165,0.024156,1,0,0,-0.034646,0.024156,0.024156
div_gap,1605.T,2025-12-15,0.246924,mid,Q3,-0.014393,-0.006571,-0.045056,0.148556,1,0,0,-0.000626,0.148556,0.148556
div_gap,1605.T,2025-12-18,0.457706,mid,Q4,0.019620,0.048569,0.013187,0.132277,0,0,0,0.132277,0.132277,0.132277
div_gap,1605.T,2026-01-28,0.133658,mid,Q2,0.015662,0.042849,-0.018913,0.111234,0,0,0,0.111234,0.111234,0.111234
div_gap,1605.T,2026-02-04,0.393803,mid,Q4,0.063624,0.075242,-0.028769,0.104126,0,0,0,0.104126,0.104126,0.104126
div_gap,1605.T,2026-03-02,0.742622,low,Q4,0.022750,0.046500,-0.065750,0.182771,0,0,0,0.182771,0.182771,0.182771
div_gap,1605.T,2026-03-09,0.656139,low,Q4,0.109620,0.122785,0.023291,0.200232,0,0,0,0.200232,0.200232,0.200232
rev_nlo,1605.T,2025-11-27,0.485861,low,Q3,-0.059159,-0.004805,-0.059159,0.047891,1,1,1,-0.040841,-0.040841,-0.040841
rev_nlo,1721.T,2022-09-14,0.310074,high,Q1,-0.015456,0.010433,-0.016615,-0.045145,1,0,0,-0.025116,-0.045145,-0.045145
rev_nlo,1721.T,2022-10-11,0.388530,high,Q1,-0.008509,0.002836,-0.020664,-0.015802,0,0,0,-0.015802,-0.015802,-0.015802
rev_nlo,1721.T,2023-01-12,0.366516,high,Q1,0.008085,0.012340,-0.022128,0.079607,0,0,0,0.079607,0.079607,0.079607
div_gap,1721.T,2023-04-06,0.229388,high,Q3,-0.002435,0.002841,-0.008117,0.084833,0,0,0,0.084833,0.084833,0.084833
div_gap,1721.T,2023-12-21,0.152539,high,Q2,0.015590,0.022085,0.001949,0.093368,0,0,0,0.093368,0.093368,0.093368
div_gap,1721.T,2024-01-04,0.260508,high,Q3,0.025392,0.030094,-0.006270,0.084611,0,0,0,0.084611,0.084611,0.084611
div_gap,1721.T,2024-02-14,0.103441,high,Q1,0.036517,0.051498,0.008115,0.081085,0,0,0,0.081085,0.081085,0.081085
div_gap,1721.T,2024-03-06,0.140770,mid,Q2,-0.014913,0.017207,-0.029538,0.094221,1,0,0,-0.016920,0.094221,0.094221
rev_nlo,1721.T,2023-07-20,0.320753,mid,Q1,0.015132,0.016754,0.003062,0.088936,0,0,0,0.088936,0.088936,0.088936
rev_nlo,1721.T,2023-10-12,0.460693,high,Q2,-0.005848,0.001949,-0.015595,0.040286,0,0,0,0.040286,0.040286,0.040286
div_gap,1721.T,2024-04-18,0.076379,mid,Q1,0.048109,0.050612,0.010011,-0.129955,0,0,0,-0.129955,-0.129955,-0.129955
div_gap,1721.T,2024-08-29,0.185032,high,Q3,-0.024201,0.006206,-0.039404,0.011908,1,1,0,-0.044369,-0.044369,0.011908
div_gap,1721.T,2024-11-28,0.076232,low,Q1,-0.000308,0.019686,-0.004614,-0.006767,0,0,0,-0.006767,-0.006767,-0.006767
rev_nlo,1721.T,2024-08-13,0.612186,high,Q3,0.002985,0.023549,-0.006302,0.055400,0,0,0,0.055400,0.055400,0.055400
rev_nlo,1721.T,2024-10-09,0.304736,high,Q1,0.006057,0.014026,-0.015620,0.059930,0,0,0,0.059930,0.059930,0.059930
div_gap,1721.T,2025-11-07,0.160830,low,Q2,0.004648,0.012720,-0.022016,0.093866,0,0,0,0.093866,0.093866,0.093866
div_gap,1721.T,2025-11-14,0.146454,low,Q2,0.003904,0.020010,-0.022694,0.125640,0,0,0,0.125640,0.125640,0.125640
div_gap,1721.T,2025-12-05,0.273267,low,Q3,0.019543,0.023311,0.003061,0.125264,0,0,0,0.125264,0.125264,0.125264
div_gap,1721.T,2026-02-06,0.110810,high,Q1,-0.009895,0.022405,-0.030993,0.012037,0,0,0,0.012037,0.012037,0.012037
div_gap,1801.T,2022-07-25,0.229873,mid,Q3,-0.008187,0.005848,-0.018713,-0.021053,0,0,0,-0.021053,-0.021053,-0.021053
div_gap,1801.T,2022-11-29,0.108893,low,Q1,-0.046209,-0.010664,-0.059242,0.065166,1,1,1,-0.060427,-0.060427,-0.060427
div_gap,1801.T,2022-12-07,0.262142,low,Q3,0.017094,0.024420,0.007326,0.047619,0,0,0,0.047619,0.047619,0.047619
div_gap,1801.T,2023-02-09,0.134901,low,Q2,0.032297,0.055024,0.005981,0.108255,0,0,0,0.108255,0.108255,0.108255
div_gap,1801.T,2023-02-17,0.111171,mid,Q1,0.003436,0.012600,-0.006873,-0.009419,0,0,0,-0.009419,-0.009419,-0.009419
div_gap,1801.T,2023-10-26,0.287029,high,Q4,0.055976,0.056972,-0.003984,0.102481,0,0,0,0.102481,0.102481,0.102481
div_gap,1801.T,2023-12-05,0.129980,low,Q1,0.025491,0.047137,-0.004451,0.119361,0,0,0,0.119361,0.119361,0.119361
div_gap,1801.T,2023-12-07,0.337719,low,Q4,-0.002618,0.030010,-0.002618,0.036254,0,0,0,0.036254,0.036254,0.036254
div_gap,1801.T,2024-01-04,0.405092,mid,Q4,0.037500,0.053373,-0.009325,0.028968,0,0,0,0.028968,0.028968,0.028968
div_gap,1801.T,2024-03-05,0.283601,mid,Q3,0.053056,0.092945,0.011004,0.168423,0,0,0,0.168423,0.168423,0.168423
rev_nlo,1801.T,2023-10-12,0.439496,high,Q2,-0.017413,-0.004500,-0.028370,-0.014283,1,0,0,-0.031305,-0.014283,-0.014283
div_gap,1801.T,2024-05-24,0.581285,mid,Q4,0.024332,0.068197,0.011480,0.118574,0,0,0,0.118574,0.118574,0.118574
div_gap,1801.T,2024-06-17,0.129252,mid,Q2,0.006538,0.019959,-0.009807,-0.145137,0,0,0,-0.145137,-0.145137,-0.145137
div_gap,1801.T,2024-10-16,0.553135,mid,Q4,-0.049365,-0.008149,-0.050306,0.090553,1,1,1,-0.051716,-0.051716,-0.051716
rev_nlo,1801.T,2024-04-26,0.375606,high,Q1,0.036684,0.045855,0.008289,0.045503,0,0,0,0.045503,0.045503,0.045503
rev_nlo,1801.T,2024-08-13,0.640975,high,Q4,0.024638,0.044615,0.012319,0.036669,0,0,0,0.036669,0.036669,0.036669
div_gap,1801.T,2025-05-22,0.492091,low,Q4,-0.010750,0.020375,-0.013625,0.070375,1,0,0,-0.010750,0.070375,0.070375
div_gap,1801.T,2025-11-18,0.181743,low,Q2,0.039063,0.050781,-0.005078,0.116372,0,0,0,0.116372,0.116372,0.116372
div_gap,1801.T,2026-02-04,0.155917,mid,Q2,0.095252,0.123974,-0.015240,0.144088,0,0,0,0.144088,0.144088,0.144088
div_gap,1801.T,2026-02-06,0.101029,mid,Q1,-0.066792,0.022085,-0.066792,-0.132407,1,1,1,-0.062753,-0.062753,-0.062753
div_gap,1801.T,2026-03-03,0.110640,mid,Q1,-0.139115,0.010682,-0.164039,-0.147445,1,1,1,-0.118769,-0.118769,-0.118769
rev_nlo,1801.T,2025-11-27,0.714938,low,Q4,0.017033,0.018547,-0.034444,0.170310,0,0,0,0.170310,0.170310,0.170310
div_gap,1802.T,2022-04-12,0.223794,mid,Q3,-0.001117,0.015642,-0.008939,0.074860,0,0,0,0.074860,0.074860,0.074860
div_gap,1802.T,2022-07-25,0.139317,mid,Q2,-0.006110,0.015275,-0.012220,-0.012220,0,0,0,-0.012220,-0.012220,-0.012220
div_gap,1802.T,2022-09-21,0.204459,high,Q3,-0.031992,-0.001032,-0.039216,0.046378,1,1,1,-0.024602,-0.024602,-0.024602
div_gap,1802.T,2022-12-07,0.115501,low,Q1,0.003972,0.012910,-0.006951,-0.037736,0,0,0,-0.037736,-0.037736,-0.037736
div_gap,1802.T,2023-10-26,0.326789,high,Q4,0.040657,0.040657,-0.013683,-0.049257,0,0,0,-0.049257,-0.049257,-0.049257
div_gap,1802.T,2024-01-04,0.405092,mid,Q4,0.016432,0.030517,-0.019562,0.134750,0,0,0,0.134750,0.134750,0.134750
div_gap,1802.T,2024-02-29,0.120580,low,Q1,0.216855,0.230558,-0.004111,0.089258,0,0,0,0.089258,0.089258,0.089258
div_gap,1802.T,2024-03-05,0.283601,low,Q3,0.001996,0.041631,-0.011976,0.074293,0,0,0,0.074293,0.074293,0.074293
rev_nlo,1802.T,2023-07-20,0.265202,mid,Q1,0.030435,0.039526,0.000000,0.064427,0,0,0,0.064427,0.064427,0.064427
rev_nlo,1802.T,2023-10-12,0.557054,high,Q3,-0.013699,0.000761,-0.022831,-0.058600,1,0,0,-0.031964,-0.058600,-0.058600
rev_nlo,1802.T,2023-11-07,0.259820,high,Q1,0.018316,0.021824,-0.013640,-0.003118,0,0,0,-0.003118,-0.003118,-0.003118
div_gap,1802.T,2024-06-17,0.402372,mid,Q4,0.023998,0.036702,0.013834,0.106693,0,0,0,0.106693,0.106693,0.106693
div_gap,1802.T,2024-08-29,0.095764,high,Q1,0.009059,0.020251,-0.008260,0.036256,0,0,0,0.036256,0.036256,0.036256
div_gap,1802.T,2024-10-16,0.435531,low,Q4,-0.029737,-0.003947,-0.037368,0.090559,1,1,0,-0.035000,-0.035000,0.090559
div_gap,1802.T,2025-03-04,0.110085,mid,Q1,-0.054402,0.000000,-0.054402,-0.103654,1,1,1,-0.067048,-0.067048,-0.067048
rev_nlo,1802.T,2024-04-26,0.281720,high,Q1,-0.001710,-0.000855,-0.023369,0.090619,0,0,0,0.090619,0.090619,0.090619
rev_nlo,1802.T,2024-08-13,0.640569,high,Q4,-0.012150,0.010829,-0.015848,-0.031868,1,0,0,-0.000264,-0.031868,-0.031868
div_gap,1802.T,2026-02-04,0.116131,high,Q1,0.141390,0.148763,0.013428,0.091029,0,0,0,0.091029,0.091029,0.091029
div_gap,1802.T,2026-02-20,0.207457,high,Q3,0.062816,0.068351,-0.007220,-0.112760,0,0,0,-0.112760,-0.112760,-0.112760
rev_nlo,1802.T,2025-11-27,0.618624,mid,Q4,-0.016399,0.000315,-0.028067,0.153997,1,0,0,-0.008830,0.153997,0.153997
div_gap,1803.T,2022-07-25,0.254915,mid,Q3,-0.019531,0.018229,-0.044271,-0.031250,1,0,0,-0.011719,-0.031250,-0.031250
div_gap,1803.T,2023-01-04,0.141301,high,Q2,-0.012987,-0.005772,-0.021645,0.072017,1,0,0,-0.024531,0.072017,0.072017
rev_nlo,1803.T,2022-10-11,0.420988,high,Q2,0.001372,0.015089,-0.012346,-0.012346,0,0,0,-0.012346,-0.012346,-0.012346
div_gap,1803.T,2024-01-04,0.405092,mid,Q4,0.032895,0.047895,-0.013344,-0.052860,0,0,0,-0.052860,-0.052860,-0.052860
div_gap,1803.T,2024-03-05,0.283601,low,Q3,0.035026,0.072461,-0.008100,0.103687,0,0,0,0.103687,0.103687,0.103687
rev_nlo,1803.T,2023-07-20,0.307538,mid,Q1,0.030054,0.036540,0.007568,0.054474,0,0,0,0.054474,0.054474,0.054474
rev_nlo,1803.T,2023-10-12,0.396094,high,Q2,0.013145,0.016553,-0.013632,0.090656,0,0,0,0.090656,0.090656,0.090656
div_gap,1803.T,2024-04-18,0.109708,mid,Q1,0.082207,0.097748,0.013063,0.122782,0,0,0,0.122782,0.122782,0.122782
div_gap,1803.T,2024-11-28,0.260951,low,Q3,0.004624,0.014712,-0.018075,0.134510,0,0,0,0.134510,0.134510,0.134510
div_gap,1803.T,2025-02-28,0.134359,mid,Q2,-0.003952,0.021559,-0.007905,0.112573,0,0,0,0.112573,0.112573,0.112573
rev_nlo,1803.T,2024-08-13,0.561074,high,Q3,0.022009,0.036908,0.007449,0.131190,0,0,0,0.131190,0.131190,0.131190
rev_nlo,1803.T,2024-10-09,0.331256,high,Q1,0.016734,0.040568,-0.006390,0.098360,0,0,0,0.098360,0.098360,0.098360
div_gap,1803.T,2025-05-22,0.312638,low,Q3,-0.001584,0.007921,-0.014259,0.052915,0,0,0,0.052915,0.052915,0.052915
div_gap,1803.T,2026-02-06,0.190659,mid,Q3,-0.030940,0.036778,-0.035610,-0.088763,1,1,1,-0.022183,-0.022183,-0.022183
rev_nlo,1803.T,2025-11-27,0.714938,low,Q4,0.021021,0.043544,0.005255,0.033221,0,0,0,0.033221,0.033221,0.033221
div_gap,1808.T,2022-09-01,0.458705,low,Q4,-0.034462,-0.014510,-0.036880,-0.043626,1,1,1,-0.027207,-0.027207,-0.027207
div_gap,1808.T,2022-09-28,0.104950,mid,Q1,0.036352,0.036990,-0.014668,-0.041270,0,0,0,-0.041270,-0.041270,-0.041270
div_gap,1808.T,2022-12-12,0.286567,mid,Q4,0.016043,0.018048,-0.002674,-0.000669,0,0,0,-0.000669,-0.000669,-0.000669
rev_nlo,1808.T,2023-10-12,0.383315,high,Q1,-0.014569,-0.003709,-0.023311,-0.038941,1,0,0,-0.024106,-0.038941,-0.038941
rev_nlo,1808.T,2023-11-07,0.251252,high,Q1,-0.008917,0.034855,-0.025669,0.049986,0,0,0,0.049986,0.049986,0.049986
div_gap,1808.T,2024-07-30,0.075440,low,Q1,-0.146924,-0.006178,-0.153908,-0.074612,0,0,0,-0.074612,-0.074612,-0.074612
div_gap,1808.T,2024-08-29,0.085613,high,Q1,0.004119,0.014552,-0.016749,0.032071,0,0,0,0.032071,0.032071,0.032071
div_gap,1808.T,2025-02-25,0.136869,mid,Q2,0.009358,0.011634,-0.006828,0.050392,0,0,0,0.050392,0.050392,0.050392
rev_nlo,1808.T,2024-04-26,0.327284,high,Q1,0.005548,0.015588,-0.008983,-0.087856,0,0,0,-0.087856,-0.087856,-0.087856
div_gap,1808.T,2025-05-15,0.387863,low,Q4,-0.013876,-0.000000,-0.022967,0.060287,1,0,0,-0.014593,0.060287,0.060287
div_gap,1808.T,2025-06-02,0.108332,low,Q1,0.000697,0.016035,-0.004880,0.034395,0,0,0,0.034395,0.034395,0.034395
div_gap,1808.T,2025-11-07,0.097015,low,Q1,0.122935,0.122935,0.006723,0.104204,0,0,0,0.104204,0.104204,0.104204
rev_nlo,1808.T,2025-11-27,0.714938,low,Q4,-0.025902,-0.010695,-0.034258,0.050468,1,1,0,-0.027072,-0.027072,0.050468
div_gap,1812.T,2022-07-25,0.309757,mid,Q4,-0.001318,0.010540,-0.008564,-0.046772,0,0,0,-0.046772,-0.046772,-0.046772
div_gap,1812.T,2022-08-18,0.137965,mid,Q2,0.010225,0.012952,-0.002727,-0.030180,0,0,0,-0.030180,-0.030180,-0.030180
rev_nlo,1812.T,2022-10-11,0.381531,high,Q1,-0.005743,0.004307,-0.015793,0.094533,0,0,0,0.094533,0.094533,0.094533
div_gap,1812.T,2023-07-06,0.246884,mid,Q3,-0.028328,0.002073,-0.032013,0.098114,1,1,0,-0.030401,-0.030401,0.098114
div_gap,1812.T,2023-08-16,0.418822,low,Q4,-0.012585,-0.011519,-0.023464,0.037751,1,0,0,-0.017491,0.037751,0.037751
div_gap,1812.T,2024-01-04,0.405092,mid,Q4,0.023955,0.031466,-0.004872,0.090656,0,0,0,0.090656,0.090656,0.090656
div_gap,1812.T,2024-03-05,0.283601,low,Q3,0.021356,0.075593,-0.003729,0.029755,0,0,0,0.029755,0.029755,0.029755
rev_nlo,1812.T,2023-07-20,0.326428,mid,Q1,0.020910,0.026654,0.008731,0.058713,0,0,0,0.058713,0.058713,0.058713
rev_nlo,1812.T,2023-10-12,0.581472,high,Q3,-0.012995,-0.009340,-0.032081,-0.043249,1,0,0,-0.026396,-0.043249,-0.043249
div_gap,1812.T,2025-03-04,0.094893,mid,Q1,-0.049875,0.005299,-0.051746,0.087387,1,1,1,-0.060162,-0.060162,-0.060162
rev_nlo,1812.T,2024-04-26,0.419377,high,Q2,-0.001839,0.013043,-0.011204,-0.092546,0,0,0,-0.092546,-0.092546,-0.092546
rev_nlo,1812.T,2024-08-13,0.659919,high,Q4,0.031244,0.050547,0.000995,0.073882,0,0,0,0.073882,0.073882,0.073882
div_gap,1812.T,2025-05-15,0.194709,low,Q2,-0.011647,-0.000000,-0.024681,0.035219,1,0,0,-0.006101,0.035219,0.035219
div_gap,1812.T,2025-05-22,0.138074,low,Q2,-0.004461,0.020351,-0.004739,0.031781,0,0,0,0.031781,0.031781,0.031781
div_gap,1812.T,2025-06-02,0.110204,low,Q1,0.025103,0.028965,-0.016000,0.025931,0,0,0,0.025931,0.025931,0.025931
div_gap,1812.T,2026-02-06,0.100534,mid,Q1,-0.006793,0.114654,-0.013864,0.081105,0,0,0,0.081105,0.081105,0.081105
rev_nlo,1812.T,2025-11-27,0.657704,low,Q4,-0.008202,0.021291,-0.030716,0.115183,0,0,0,0.115183,0.115183,0.115183
div_gap,1925.T,2022-07-25,0.190201,mid,Q3,0.003657,0.007010,-0.011886,-0.090483,0,0,0,-0.090483,-0.090483,-0.090483
rev_nlo,1925.T,2022-06-27,0.352096,high,Q1,0.004804,0.024023,0.000640,0.023703,0,0,0,0.023703,0.023703,0.023703
rev_nlo,1925.T,2022-09-14,0.335524,high,Q1,0.000326,0.025139,0.000326,0.028680,0,0,0,0.028680,0.028680,0.028680
rev_nlo,1925.T,2023-01-12,0.379066,high,Q1,0.035242,0.043375,-0.006100,0.072518,0,0,0,0.072518,0.072518,0.072518
div_gap,1925.T,2023-06-21,0.145336,mid,Q2,-0.011236,0.015155,-0.018552,0.012020,1,0,0,-0.005487,0.012020,0.012020
div_gap,1925.T,2024-01-04,0.232319,mid,Q3,0.061574,0.067731,0.020525,-0.009122,0,0,0,-0.009122,-0.009122,-0.009122
rev_nlo,1925.T,2023-07-20,0.302468,mid,Q1,0.031955,0.034640,0.005370,0.079074,0,0,0,0.079074,0.079074,0.079074
rev_nlo,1925.T,2023-10-12,0.409062,high,Q2,-0.021999,-0.018822,-0.046932,0.061354,1,1,0,-0.033733,-0.033733,0.061354
div_gap,1925.T,2024-04-18,0.090201,mid,Q1,0.011601,0.013689,-0.012761,-0.073086,0,0,0,-0.073086,-0.073086,-0.073086
div_gap,1925.T,2024-11-28,0.109383,low,Q1,0.006174,0.019800,-0.003194,0.042737,0,0,0,0.042737,0.042737,0.042737
